Iteration,Score,is_hashed_rank_bonus,give_check_rank_bonus,is_pv_node_rank_bonus,give_promotion_rank_bonus_queen,give_promotion_rank_bonus_knight,your_turn_bonus,undeveloped_knight_malus,undeveloped_bishop_malus,undeveloped_king_malus,rook_open_file,rook_half_open_file,bishop_pair_bonus,rook_doubled_bonus,rook_behind_passed_pawn_middlegame,rook_behind_passed_pawn_endgame,king_ring_attack_knight,king_ring_attack_bishop,king_ring_attack_rook,king_ring_attack_queen,protected_passed_pawn_middlegame,protected_passed_pawn_endgame,king_opposition_bonus,pawn_structure,pawn_supports_knight_outpost,pawn_centered,pawn_undeveloped_malus,pawn_on_last_rank_bonus,pawn_on_before_last_rank_bonus,pawn_on_before_before_last_rank_bonus,pawn_defends_bishop,pawn_double_malus,knight_on_rim_malus,knight_centered,knight_blockes_pawn,bishop_trapped_at_rim_malus,pawn_attacks_opponent_fig,pawn_attacks_opponent_fig_with_tempo,queen_in_attack,queen_in_attack_with_tempo,knight_attacks_bishop,knight_attacks_rook,knight_attacks_bishop_tempo,knight_attacks_rook_tempo,king_pawn_shield,king_piece_shield,king_trapp_at_baseline_malus,king_in_check_malus,king_in_double_check_malus,rook_on_seventh,pawn_isolated_malus,pawn_backward_malus,knight_mobility_factor,bishop_mobility_factor,rook_mobility_factor,lmr_depth_threshold,lmr_move_threshold
1,0.5,3.0,5.0,15.0,15.0,6.0,20.0,42.0,30.0,55.0,35.0,18.0,40.0,20.0,15.0,30.0,1.0,1.0,2.0,4.0,12.0,24.0,12.0,5.0,12.0,12.0,12.0,180.0,110.0,40.0,20.0,16.0,16.0,20.0,24.0,50.0,35.0,15.0,60.0,30.0,5.0,15.0,10.0,10.0,40.0,15.0,75.0,140.0,350.0,25.0,8.0,14.0,2.0,1.0,1.0,3.0,3.0
